Name,Download
elxr-iso-1726065612.035066.iso,276
elxr-12.7.0.0-amd64-CD-1.iso,275
elxr-12.6.1.0-amd64-CD-1.iso,229
elxr-edge-12.7.0.0-amd64.iso,130
elxr-minimal-ostree-imx-12.7.0.0-arm64.img.zst,30
elxr-minimal-ostree-imx8-0.1-arm64.img.zst,29
elxr-tegra-12.7.0.0-arm64.img.zst,27
elxr-tegra-12.6.1.0.tar.gz,25
elxr-tegra-12.7.0.0-arm64.tar.gz,16
elxr-tegra-12.6.1.0-arm64.img.zst,15
